🔒 Row ID,Product / Name,InStock,Product / Description,Product / Wholesale,image_url,Price,Product / SKU,Product / Category,Subcat,Product / Min Stock Level,Product / Photo,Warehouse / Name,coa_url,GrowMethodName,SupplierName,WV_name,dt_submit,Grade,subcat1,Product / Retail,Batch No
C2uN0nkHQnaJXrkDGEwxpw,Mind Melter 7 Shake,false,,,,,S-MM7-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/Xbxp7VwHuf5vMVp6RfBM.jpeg,,,IN-DOOR,,,,,,,
lOJ4gL-jRJmSd0VgNAvvJQ,Inzane Shake,false,,,,,S-IZ-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/sC2d7vtEfKyArd7XMvTG.jpeg,,,IN-DOOR,,,,,,,
F1Mpxzf.RbyWfAiGKScX0Q,Inzane,false,,50,https://synergycloud.online/products/INZANE.pdf,,FL-INZ-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/us58Ff4tiCnzUG02JmRv.png,,,,,,,,,,
MXixPVAdSUapr2TnhRd.LQ,White Widow Shake,false,,,,,S-WW-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/z8h0yYKHu4xja4ncLz1b.jpeg,,,,,,,,,,
Vj-VoTE2SCOe2fdc6sT9gQ,Spiced Blackberry Shake,false,,,,,S-SBB-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/ehSKFhEWGlCdhpansKdr.jpeg,,,,,,,,,,
KgJctGg0RrWam9W4cEERJA,Delux Slurbet Shake,false,,,,,S-DS-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/HjQ0z6hi0RiyOGfFhm0P.jpeg,,,IN-DOOR,,,,,,,
EMwoWsnxQf6QReI8NvSYsw,Cake Stomper Shake,false,,,,,S-CS-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/ztWYhOxw6Td88EKsbIvA.jpeg,,,IN-DOOR,,,,,,,
5h.cNjfpQLGLBuyy3vjiEw,Black Cherry Punch Shake,false,,,,,S-BCP-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/qIOrgcWEliQUx3EfIWoK.jpeg,,,,,,,,,,
5FNw08UtS1imBULotzaFkg,Jellysicle Shake,false,,,,,S-JS-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/w9UFshQZXCepo1iYij3z.jpeg,,,IN-DOOR,,,,,,,
yp9zzTIpQkSgZdIc1YNEHg,Purple Express,false,,,,,S-PE-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/BdlVlRS1grHEap98Qggb.jpeg,,,,,,,,,,
a.GYJkY5FT125BnwizeO4tg,Wedding Cake Shake,false,,,,,S-WC-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/VQH9v7caL5LdZhlaCDwK.jpeg,,,IN-DOOR,,,,,,,
kAUF9XFCSdW9FV4DUhZK7A,Zurple Punch Shake,false,,,,,S-ZP-3L-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/AAmdKFBkWCgpK1xk4WzL.jpeg,,,IN-DOOR,,,,,,,
e4MlaX4-Qtu2UKWf4B6KmQ,Cereal Milk 4,false,,75,,,FL-CM4-1GR-SB,FLOWER,,,,,,IN-DOOR,,,,AAA,,,
13he.CtETcOfjFlJ0JRm5A,Pure Michigan Shake,false,,,,,S-PM-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/9ptTyOkIHVdgXV1zCd62.jpeg,,,IN-DOOR,,,,,,,
4.jj6EzhQtCtE6deRbUFbA,Sunset Shurbet Shake,false,,,,,S-SSS-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/kiRYj9DBPmfsHgB0qLCh.jpeg,,,IN-DOOR,,,,,,,
RJ16G9FwSHS9tONw6kdM7g,Mega Mind Shake,false,,,,,S-MM-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/VcmZb8VRiLhLdRhs8MdE.jpeg,,,IN-DOOR,,,,,,,
NAkXDswpR7ylcWaQtbVwwQ,Maluti X Shake,false,,,,,S-MX-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/VOaKTqGVlfV0qYLuQcAo.jpeg,,,GREENHOUSE,,,,,,,
ldUdce4HRwaEVvlSwoqJUw,Sluricane ,false,,,,,S-SC-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/gvxaBqTgmO5SFO8xLzI4.jpeg,,,IN-DOOR,,,,,,,
f38ZKOK-T.iYie5Nq.JEMw,Sluricane Shake,false,,,,,S-SC-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/kWGFShkfJ9i5YxQ5CiW6.jpeg,,,IN-DOOR,,,,,,,
txwpvIoqSMGzvm8elMmw9w,Supremium Shake,false,,,,,S-SPM-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/Tn33s6tqsGn2HtnTU7DY.jpeg,,,IN-DOOR,,,,,,,
84.g8SDhQWG96Qsh2VzS.Q,Blueberry OG Shake,false,,,,,S-BBOG-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/NKAuwXDND62AzKBStwR0.jpeg,,,IN-DOOR,,,,,,,
agtdRNrGQzuFx5ukKdGrfA,JMO Shake,false,,,,,S-JMO-3L-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/LU91isyLLYSyPtsEpR8L.jpeg,,,,,,,,,,
6-fBgfmCQPOxOeg8jvWgiQ,JMO pops ,false,,,,,P-JMO-B-GJ,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/xHSjg4E8p9XxRYJl1Aho.jpg,,,,,,,,,,
EfNA99JUQ56ZzjQttmR5yA,Turkish Delight ,false,,25,,,FL-TD-B-BB,FLOWER,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/dhSxiGYlObOoEopImAlU.jpeg,,,GREENHOUSE,,,,,,,
lBIlZZk5QTikDnjiNA8M1w,Turkish Delight,false,,25,,,FL-TD-B-PB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/SE3e1zHD2Fm3evrDs9NF.jpeg,,,GREENHOUSE,,,,,,,
r.hP2koXRpWSb-pe8hVe4g,Nudder Budder ,false,,25,,,FL-NB-B-PB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/GJcxmSI1jRGhijobhLxe.jpeg,,,GREENHOUSE,,,,,,,
11p8u0dJTqKlO52TKCmKiQ,CherryTini,false,,25,,,FL-CT-B-PB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/8uhHLvIjjTCNG15cWpG8.jpeg,,,GREENHOUSE,,,,,,,
LoY.muvaQwG5iThPDjQzGw,Pure Michigan Shake,false,,,,,S-PM-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/re8dk7AapPnt15rYM7yZ.jpeg,,,IN-DOOR,,,,,,,
FKc89ovSQEKYjE2in2CuQw,SunSet Sherbet,false,,,,,S-SSS-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/PeUJZhgr0knNelzVuCSx.jpeg,,,IN-DOOR,,,,,,,
uLQpGeg7T.SN60HZmiB9lw,Mega Mind Shake,false,,,,,S-MM-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/QZj7D0vsXlN1BZkyLquJ.jpeg,,,IN-DOOR,,,,,,,
34aBgty.T2Ctp3h0OtX0HA,Maluti X Shake,false,,,,,S-MX-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/T6zfp6C6knDexAfIPJ3G.jpeg,,,,,,,,,,
WPbxZKpITPOp84N3ktiiQg,Sluricane Shake,false,,,,,S-SC-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/Qbz8f6wZWHWc7Sw6Oioq.jpeg,,,IN-DOOR,,,,,,,
CQjC8zRETIKnUGVzTnvUhg,Supremium Shake,false,,,,,S-SP-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/AOpVPf6WqaMEZ1d8Oe1e.jpeg,,,IN-DOOR,,,,,,,
a-gpoM7C-QPOGct3.sK1Bew,Blueberry Cheese,false,,50,https://synergycloud.online/products/BLUEBERRY CHEESE.pdf,,FL-BBC-1-GR-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/66VSWY4GyIMeOQC37zeg.png,,https://synergycloud.online/coa/Blueberry Cheese COA.pdf,IN-DOOR,,1gr,,AA,,,
A64BBy9iTNWwv3SVj43tdg,Blueberry OG Shake,false,,,,,S-BBOG-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/XQr13B2mq4llLiPuSwsf.jpeg,,,,,,,,,,
adVLLz7-SxKS1GMzwLyBIg,JMO Shake,false,,,,,S-JMO-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/FVOHpc3vJoxjRG4Z6q37.jpeg,,,,,,,,,,
u6fNQYicTPOIWinRZsp53g,JMO Pops,false,,,,,P-JMO-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/nMBFGECG0I8eFyj12D9a.jpeg,,,,,,,,,,
HewWpf7LRY-PBNOl6ecE2Q,BCK-17,false,,50,https://synergycloud.online/products/BCK-17.pdf,,FL-BCKo1-1-GR-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/1VZsw0ksgggm9GapjvYO.png,,,IN-DOOR,,1gr,,AA,,,
Qpv5nfwWQrSP9k3PXUI5ig,Blueberry OG Pre-Rolls ,false,,200,,,PR-BBOG-5PC-B,FLOWER,Pre Roll,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/7R5lle7XvLXAuCLH5czb.jpg,,,,,,,,,,
2WJ8JY0jQCmJnNVU.O9M3A,Forum Cookies,false,,75,https://synergycloud.online/products/FORUMCOOKIES.pdf,,FL-FRC-1-GR-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/kf70AaWygHwxPQtXMQn2.png,,https://synergycloud.online/coa/Forum Cookies COA.pdf,IN-DOOR,,1gr,,AAA,,,
C6MwL4-PSLOs-lXLIj1Jnw,Udder Madness 2,false,,75,,,FL-UM2-1G-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/ZflFAtJuNi5tOROb4IAZ.png,,,IN-DOOR,,1gr,,AAA,,,
a.BGvkC4QRX6qQYGrZ8278A,Gelato 41,false,,75,https://synergycloud.online/products/GELATO 41.pdf,,FL-G41-1GR-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/8iIiihuIkN78wj6RCHYR.png,,https://synergycloud.online/coa/Gelato 41 COA.pdf,IN-DOOR,,1gr,,AAA,,,
ZBTN-0D3Sy2XAfVXK6eP3Q,Turkish Delight Pops,false,,25,,,P-TD-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/l8mlTCadB561rGwoMh7a.jpeg,,,,,,,,,,
PH32Cn8UTq-NvdD83CL7qg,Turkish Delight Shake,false,,,,,S-TD-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/9GiWlEcTBsvVSt4YKwhs.jpeg,,,,,,,,,,
LjWal3l2Sf-2EFEOYjd5sA,Nudder Budder Shake,false,,,,,S-NB-B-GJ,FLOWER,Shake,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/JbNY54JduS4fWCUfrWtd.jpeg,,,,,,,,,,
Yfr9pEE1Qgy-.aD1SCnJyQ,APPLE JAX,false,,,,,FL-APJ-1G-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/J7ORfx632mUpgoNtQ7hm.png,,,GREENHOUSE,,1gr,,AA,,,
pMcpqL6PTyaT8NtcuiaPUg,PHAT BANANA 1,false,,70,,,FL-PHB-1GR-SB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/AG2DrvuQAv5UA72C0fL3.png,,,IN-DOOR,,1gr,,AAA,,,
WjtlHk22Td6cbcV3ojRrsA,SOUR OG CHEESE,false,,40,,,FL-SOG,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/l3efSKPMgZYDZC8muLLO.png,,,GREENHOUSE,,1gr,,AA,,,
V702laziRjqSWvPB1rVqug,APPLE JAX - POPS,false,,25,,,FL-P-APJ-1G-SB,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/IbiUlwGBHZ8N1rUidG7E.png,,,GREENHOUSE,,1gr,,AA,,,
SU-4opPZTI2SMAUlXlIPUg,SOUR OG CHEESE POPS,false,,20,,,FL-P-SOC-1G-SB,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/lJz2ZPTgYO1nuaB2ElYL.png,,,GREENHOUSE,,1gr,,AA,,,
TEO6jFp0R-OypOpsJ9.ggA,Frozen Peaches 6,false,,75,,,FL-FP6-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/viAM1kEnMbfsHneIY5AF.jpeg,,,IN-DOOR,,,,,,,
a.ryPZrGfS1iBSVd.K676wA,Phat Banana ,false,,70,,,FL-PB-B-PB,FLOWER,BULK FLOS,,,,,,,,,,,,
4K4If.zSSlSTusQ.GAoILA,Apple Jax Pops,false,,25,,,P-AJ-B-PB ,FLOWER,Pops,,,,,,,,,,,,
T2eI3GGvQ0GIcRJC8nx-yA,Poison Apple,false,,75,,,FL-PA-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/kvkdCHAeRz7mMhx2tY7l.jpeg,,,IN-DOOR,,,,,,,
mHKG.NzZSB29rks4gM9T6w,Zurple Punch,false,,,,,FL-ZP-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/YLxShaQWQ1mp5Sawbh8S.jpeg,,,IN-DOOR,,,,,,,
rV3ewWskT2SaPhPsRz4xSQ,Happy Hour,false,,,,,FL-HH-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/LpdcMFG6VPfqLkhwjukk.jpeg,,,IN-DOOR,,,,,,,
9ZC0oSLrRk6onBNCH1hY0Q,Delux Slerbert 7,false,,,,,FL-DS7-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/N0j98ekUPyPxEo8tji6X.jpeg,,,IN-DOOR,,,,,,,
f6kijLuAR4avWaJlhtMMIA,SuperBad Pops,false,,,,,P-SB2-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/DvN8x1UEiu12xHWaBBnh.jpeg,,,IN-DOOR,,,,,,,
seMOFoT4Q.CoL3nOOV5MGg,Supremium 1,false,,,,,FL-SPM1-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/mDdJVQy3z6KglcKj0nus.jpeg,,,IN-DOOR,,,,,,,
de8zJPvETLqioxu-GsRVUg,Fantacy Land 6 Pops,false,,,,,P-FL6-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/psk5vxnkwQ9WnnjfDckQ.jpeg,,,IN-DOOR,,,,,,,
IoNtOiv.QCuxGUhuYAnRhQ,Cake Stomper Pops,false,,,,,P-CS-B-GJ,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/WnVcLsZPr33NOth8tvfi.jpeg,,,IN-DOOR,,,,,,,
3lUDRDQGQeyBf5Cbs7VPPQ,Beach Wedding,false,,80,,,PR-BWG-2PC-B,FLOWER,Pre Roll,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/c11I3JyWHaBUZ1i4wYOI.jpeg,,,GREENHOUSE,,Pre-Roll 2,,AAA,,,
C5JvZQYFQTGAF.jCndPAZw,Mac Mosa,false,,75,,,FL-MMS-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/ck9cAYtTg1ZHwFOXs10P.jpeg,,,IN-DOOR,,,,AAA,,,
DjuThzylRqmTX-GxRWNjTg,Purple Palm,false,,75,,,FL-PPP-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/UwyUJYbt8YhwaO3jmFvN.jpeg,,,IN-DOOR,,,,AAA,,,
c5YcOGRJRE6wn9hu3cv7aA,C99 x Blueberry,false,,75,,,FL-CBB-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/AFfCWwR2IjCLQcbKkbUD.jpeg,,,IN-DOOR,,,,AAA,,,
yJU.tXnqSAywMkizoJ26tA,Blue Cheese ,false,,40,,,FL-BC-B-PB,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/lmxp7UiWJgTV5u5LbN25.jpg,,,INDOOR,,,,,,,
RoHpXZKBQc-CtMNp.jzLsQ,Blue Cheese Pops,false,,,,,P-BC-B-PB,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/ry7EneJrV6GVskrEiO4Z/pub/TwolvwB7giALaj2P2vwz.jpeg,,,IN-DOOR,,,,,,,
mhq3WRNzQL2SjDBVQUCj1A,Kosher Kush Pops,false,,25,,,P-KK-B-PB,FLOWER,Pops,,,,,IN-DOOR,,,,,,,
TrT7l-tURMuHISLwXPi8Zg,Mind Melter 3,,,,,,FL-MMR3-P-GJ,FLOWER,Pops,,,,,,,,,,,,
PNex7g-ETpmRjm4ERPnKQg,Mind Melter 3,false,,,,,FL-MMR3-P-GJ,FLOWER,Pops,,,,,,,,,,,,
QgiZw1.PSASBvaiGPPNrgA,Mind Melter 7,true,,,,,FL-MMR7-P-GJ,,,,,,,,,,,,,,
LqS6F0tVTL-ihwXdPZn0tQ,Mind Melter 7,false,,,,,FL-MMR7-P-GJ,FLOWER,Pops,,,,,,,,,,,,
0xUhjN1xQzmvxDrhk-l96w,Block Monster 1,false,,,,,FL-BMR-P-GJ,FLOWER,Pops,,,,,,,,,,,,
R69M5bGDSl2J7b-0g12Zbg,Red Hot Cookies 5,false,,75,,,FL-RHC5-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/8d4BzZwku3WcHraRSMnW.jpeg,,,IN-DOOR,,,,,,,
a-QrqL4yYTdic5vMMVO8AlQ,Oreo King,false,,75,,,FL-ORK-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
JAqO5DuwQ0Ssnhez4oBunw,Red Hot Cookie 8,false,,75,,,FL-RHC8-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
2jS3qXHcRp-4dU2B.hs89A,Truffle Crusher 11,false,,75,,,FL-TFC-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
pVb4LH-AQg6fbyyB2.MjWQ,Georgia Pie,false,,75,,,FL-GGP-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
6BrOjarzT1yuHkhFT.riBw,Purple Express,false,,75,,,FL-PPE-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
bBjy0wmBRF63YVXtV8kfvQ,Supremium,false,,75,,,FL-SPM-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
HBH0nA-IRo2RYMOF6W3nLA,Cereal Milk,false,,75,,,FL-CLM-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
UjxkIvdZQ1SEZeb.LELc1Q,Udder Madness,false,,,,,FL-UDM-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
Ums-ijPUTDWYR95VN5fP0g,Fantasy Land,false,,75,,,FL-FYL-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
kjjHhytqR-ePbbMNhIgqDQ,Mimosa Evo,false,,75,,,FL-MME-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
xGbY2scpT6GCUQ4eNFR63w,Sensi Star,false,,50,,,FL-SSS-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
b41hJPwFTv2RZ2yi5iyu-A,Animal Cookies,false,,50,,,FL-ALC-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
C.pa5byzQbmUrYDtJlcI7Q,Banana OG,false,,50,,,FL-BNG-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
vBTw.-tRRhmXXjCuC5OePA,Slurricane,false,,75,,,FL-SRC-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
PHDwKd.1SmWu3KYj6tB8bg,Cherrytini Pops,false,,,,,FL-CTI-P-GJ,FLOWER,Pops,,,,,,,,,,,,
kfJ5yT4fTAObNxu5wptxSg,Cheetah Piss Pops,false,,,,,FL-CHP-P-GJ,FLOWER,Pops,,,,,,,,,,,,
3rkJrAuRROaN-2JpVJZw9w,Divine Truffles Pops,false,,,,,FL-DTL-P-GJ,FLOWER,Pops,,,,,,,,,,,,
6RkG9EbzQZa8642467rM4Q,FEL IS,false,,,,,FL-FL15-B-GJ,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/v777sG5OS9x9aPJOgtFA.jpg,,,INDOOR,,,,,,,
eju2ze.rTyWnTrHt50Wtdw,Sunset Sherbet,false,,50,,,FL-SST-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
svkdY.vzQiaynfB7BdEutQ,BL5,false,,75,,,FL-BL5-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
bTESL0TES3e.KhSi2zwWgA,Cheese Cake,false,,,,,FL-CCE-B-GJ,FLOWER,BULK FLOS,,,,,,,,,,,,
QP.OCcF.TGezvNUSuC-KgA,Blue Cheese Shake,false,,,,,FL-BC-S-BG,FLOWER,Shake,,,,,,,,,,,,
tcdYEAJ3RdGSYjk4IcY5sA,Indoor Shake,false,,,,,FL-IDS-B-BK,FLOWER,Shake,,,,,,,,,,,,
ROndKMYGQ0GTnho7Hum-aw,Apple Jax Pops,false,,25,,,FL-APJ-5G-PP,FLOWER,Pops,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/qqUlo2vm5rYpl11pL9Cj.jpeg,,,GREENHOUSE,,,,,,,
hFUpGvy7SryPsjnZRRjaxQ,Inzane 5g,false,,75,,,FL-5G-PP,FLOWER,BULK FLOS,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/KlW2wN7MPkabWNrh3rfa.jpeg,,,GREENHOUSE,,,,,,,
a-y2cWVVkRBuz.KxeemWITA,Apple Jax 5g,false,,50,,,FL-AJ-5G-PP,FLOWER,Flos,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/eQGKn9vtbBInpzWtdrP8.jpeg,,,INDOOR,,,,,,,
9Eyn8JElSw6Gmiu7nG6rfg,Frozen Peaches 5g,false,,,,,FL/FP/5G/PP,FLOWER,Flos,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/Z6oHKw0iPK4MsaWV7YO7.jpeg,,,INDOOR,,,,,,,
ifMrey6rQreCnXJeA8mN.w,Goon Berries 6 5g,false,,,,,FL/GB6/5G/PP,FLOWER,Flos,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/mTK8viidGqS63Sa49X2I/pub/ewS4dnKjUxyvNuF1U5ba.jpeg,,,INDOOR,,,,,,,
